addr,time,in_mean_inter_time,in_std_inter_time,in_mad_inter_time,out_mean_inter_time,out_std_inter_time,out_mad_inter_time,tot_mean_inter_time,tot_std_inter_time,tot_mad_inter_time,in_mean_length,in_std_length,in_mad_length,in_count,out_mean_length,out_std_length,out_mad_length,out_count,tot_mean_length,tot_std_length,tot_mad_length,tot_count,in_mean_payload_data_length,in_std_payload_data_length,in_mad_payload_data_length,out_mean_payload_data_length,out_std_payload_data_length,out_mad_payload_data_length,tot_mean_payload_data_length,tot_std_payload_data_length,tot_mad_payload_data_length
0,12215.0,,,,0.029056,0.0167555,0.017671,0.029056,0.0167555,0.017671,,,,0.0,46.8,3.0,0.0,4.0,46.8,3.0,0.0,4.0,,,,9.8,3.0,0.0,9.8,3.0,0.0
8,12220.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,12220.0,,,,,,,3.149669,0.0,0.0,12.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,35.5,23.5,23.5,2.0,,,,14.0,0.0,0.0,,,
2,12220.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,12225.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,12225.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
6,12225.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
4,12225.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
3,12225.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,12225.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,12230.0,1.5827445,1.1360895,1.1360895,,,,1.5827445,1.1360895,1.1360895,59.0,0.0,0.0,3.0,,,,0.0,59.0,0.0,0.0,3.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,12230.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
3,12230.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,12230.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
7,12230.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,12235.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,12235.0,,,,,,,1.440742,0.0,0.0,12.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,35.5,23.5,23.5,2.0,,,,14.0,0.0,0.0,,,
2,12235.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,12240.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,12240.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
3,12240.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,12240.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
0,12245.0,0.2285016,0.3134302,0.053427,0.579032,0.8813525,0.016108,0.2956872,0.6555571,0.011943,50.7,4.2,3.0,6.0,47.4,2.9,0.0,7.0,48.9,3.9,5.0,13.0,9.5,4.3,5.0,10.4,2.9,0.0,9.5,4.3,5.0
8,12245.0,2.420004,0.0,0.0,,,,2.420004,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,12245.0,0.3906488,0.3657579,0.302057,,,,0.5736096,0.4908378,0.59111,48.0,3.7,0.0,5.0,59.0,0.0,0.0,1.0,49.8,5.3,3.5,6.0,11.5,3.5,3.0,14.0,0.0,0.0,11.5,3.5,3.0
3,12245.0,0.5261607,0.7100723,0.008704,0.7812975,0.7110875,0.7110875,0.269274,0.5404216,0.014229,22.2,17.8,0.0,4.0,49.3,3.3,3.0,3.0,33.9,19.1,8.0,7.0,,,,12.3,3.3,3.0,,,
2,12245.0,,,,0.5261607,0.7100723,0.008704,0.3946205,0.6557133,0.003194,50.0,0.0,0.0,1.0,22.2,17.8,0.0,4.0,27.8,19.4,0.0,5.0,,,,,,,,,
8,12250.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,,,,,,,,,
8,12250.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,,,,,,
8,12250.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,12250.0,,,,,,,0.780919,0.0,0.0,12.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,35.5,23.5,23.5,2.0,,,,14.0,0.0,0.0,,,
2,12250.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
3,12255.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,12255.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,12260.0,1.812517,0.130534,0.130534,,,,1.812517,0.130534,0.130534,59.0,0.0,0.0,3.0,,,,0.0,59.0,0.0,0.0,3.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,12260.0,,,,1.645907,0.0,0.0,0.8229535,0.8007945,0.8007945,52.0,0.0,0.0,1.0,52.0,7.0,7.0,2.0,52.0,5.7,7.0,3.0,12.3,3.1,1.0,11.0,3.0,3.0,12.3,3.1,1.0
6,12260.0,,,,0.058235,0.0,0.0,0.0291175,0.0069585,0.0069585,45.0,0.0,0.0,1.0,55.5,3.5,3.5,2.0,52.0,5.7,7.0,3.0,12.3,3.1,1.0,14.5,0.5,0.5,12.3,3.1,1.0
3,12260.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,12260.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
0,12265.0,0.065055,0.0,0.0,0.019939,0.0,0.0,0.021685,0.0069278,0.00573,48.5,3.5,3.5,2.0,47.5,2.5,2.5,2.0,48.0,3.1,2.5,4.0,11.0,3.1,2.5,10.5,2.5,2.5,11.0,3.1,2.5
7,12265.0,0.019939,0.0,0.0,0.803351,0.738296,0.738296,0.4016755,0.6581902,0.008349,47.5,2.5,2.5,2.0,52.0,5.7,7.0,3.0,50.2,5.2,5.0,5.0,9.4,4.2,5.0,8.7,4.9,5.0,9.4,4.2,5.0
8,12265.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,3.0,0.0,0.0,,,,3.0,0.0,0.0
3,12265.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,12265.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,12270.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,12270.0,,,,,,,4.2668,0.0,0.0,12.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,35.5,23.5,23.5,2.0,,,,14.0,0.0,0.0,,,
0,12270.0,0.780722,1.1775114,0.0560065,0.9984867,1.373476,0.001131,0.390361,0.9181742,0.0218795,51.0,4.9,0.0,5.0,47.2,2.3,2.0,4.0,49.3,4.4,4.0,9.0,7.0,3.9,4.0,10.2,2.3,2.0,7.0,3.9,4.0
2,12270.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,12275.0,0.492034,0.0,0.0,,,,0.492034,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,12275.0,,,,0.7000415,1.162575,0.009252,0.7000415,1.162575,0.009252,,,,0.0,51.0,5.4,7.0,5.0,51.0,5.4,7.0,5.0,,,,12.4,3.7,3.0,12.4,3.7,3.0
6,12275.0,0.02884,0.0078495,0.004728,,,,0.577033,0.9495225,0.009252,49.0,4.1,3.5,4.0,59.0,0.0,0.0,1.0,51.0,5.4,7.0,5.0,12.4,3.7,3.0,14.0,0.0,0.0,12.4,3.7,3.0
3,12275.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,12275.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,12280.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,12280.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,12280.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,12285.0,0.893462,0.0,0.0,,,,0.893462,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,12285.0,,,,,,,3.924151,0.0,0.0,12.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,35.5,23.5,23.5,2.0,,,,14.0,0.0,0.0,,,
7,12285.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
2,12285.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,12290.0,1.070991,0.0,0.0,,,,1.070991,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,12290.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
6,12290.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
3,12290.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,12290.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,12295.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,12295.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,12295.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,12300.0,1.781261,0.0,0.0,,,,1.781261,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,12300.0,,,,,,,4.01579,0.0,0.0,12.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,35.5,23.5,23.5,2.0,,,,14.0,0.0,0.0,,,
7,12300.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
6,12300.0,,,,,,,,,,50.0,0.0,0.0,1.0,,,,0.0,50.0,0.0,0.0,1.0,13.0,0.0,0.0,,,,13.0,0.0,0.0
0,12300.0,,,,,,,,,,,,,0.0,50.0,0.0,0.0,1.0,50.0,0.0,0.0,1.0,,,,13.0,0.0,0.0,13.0,0.0,0.0
2,12300.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,12305.0,0.544667,0.0,0.0,,,,0.544667,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,12305.0,0.0257277,0.0100212,0.008108,,,,0.6016195,0.9975117,0.0120595,49.0,4.1,3.5,4.0,59.0,0.0,0.0,1.0,51.0,5.4,7.0,5.0,12.4,3.7,3.0,14.0,0.0,0.0,12.4,3.7,3.0
0,12305.0,,,,0.4654528,0.7616756,0.0120595,0.4654528,0.7616756,0.0120595,,,,0.0,51.0,5.4,7.0,5.0,51.0,5.4,7.0,5.0,,,,12.4,3.7,3.0,12.4,3.7,3.0
3,12310.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,12310.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,12310.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,12315.0,,,,,,,3.393383,0.0,0.0,12.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,35.5,23.5,23.5,2.0,,,,14.0,0.0,0.0,,,
2,12315.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,12315.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,12320.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,12320.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,12320.0,0.356668,0.0,0.0,,,,0.356668,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,12320.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,12320.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
3,12325.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,12325.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,12325.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,12330.0,,,,,,,3.186198,0.0,0.0,12.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,35.5,23.5,23.5,2.0,,,,14.0,0.0,0.0,,,
2,12330.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,12330.0,1.595397,0.0,0.0,,,,1.595397,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
7,12330.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
3,12335.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,12335.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,12335.0,3.09371,0.0,0.0,,,,3.09371,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,12335.0,0.035535,0.000462,0.000462,,,,0.8092153,1.0941493,0.000924,47.3,3.3,0.0,3.0,59.0,0.0,0.0,1.0,50.2,5.8,3.5,4.0,11.2,3.3,3.0,14.0,0.0,0.0,11.2,3.3,3.0
0,12335.0,,,,0.2457113,0.2972345,0.000924,0.2457113,0.2972345,0.000924,,,,0.0,50.2,5.8,3.5,4.0,50.2,5.8,3.5,4.0,,,,11.2,3.3,3.0,11.2,3.3,3.0
6,12340.0,0.038043,0.0,0.0,,,,0.038043,0.0,0.0,53.5,1.5,1.5,2.0,,,,0.0,53.5,1.5,1.5,2.0,8.5,6.5,6.5,,,,8.5,6.5,6.5
3,12340.0,,,,0.038043,0.0,0.0,0.104452,0.066409,0.066409,12.0,0.0,0.0,1.0,53.5,1.5,1.5,2.0,39.7,19.6,3.0,3.0,,,,8.5,6.5,6.5,,,
2,12340.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,12340.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,12345.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,12345.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,12350.0,1.691519,0.0,0.0,,,,1.691519,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,12350.0,,,,,,,0.068352,0.0,0.0,12.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,35.5,23.5,23.5,2.0,,,,14.0,0.0,0.0,,,
2,12350.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
6,12350.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
3,12355.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,12355.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,12355.0,2.546712,0.0,0.0,,,,2.546712,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,12355.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
3,12360.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,12360.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,12360.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
7,12360.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
3,12365.0,,,,,,,1.044089,0.0,0.0,12.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,35.5,23.5,23.5,2.0,,,,14.0,0.0,0.0,,,
2,12365.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,12365.0,0.491689,0.0,0.0,,,,0.491689,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,12365.0,0.03111,0.0131768,0.012895,,,,0.6047127,0.9935746,0.016036,49.0,4.1,3.5,4.0,59.0,0.0,0.0,1.0,51.0,5.4,7.0,5.0,12.4,3.7,3.0,14.0,0.0,0.0,12.4,3.7,3.0
0,12365.0,,,,0.03111,0.0131768,0.012895,0.03111,0.0131768,0.012895,,,,0.0,49.0,4.1,3.5,4.0,49.0,4.1,3.5,4.0,,,,12.0,4.1,3.5,12.0,4.1,3.5
3,12370.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,12370.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,12370.0,0.773847,0.0,0.0,,,,0.773847,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,12370.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
3,12375.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,12375.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
3,12380.0,,,,0.13988,0.023296,0.023296,1.4377577,1.8355748,0.046592,12.0,0.0,0.0,1.0,55.0,2.8,0.0,3.0,44.2,18.8,3.0,4.0,,,,15.3,0.9,0.0,,,
2,12380.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
6,12380.0,0.0441935,0.0220662,0.0067425,,,,0.0441935,0.0220662,0.0067425,53.6,0.5,0.0,5.0,,,,0.0,53.6,0.5,0.0,5.0,14.2,1.5,0.0,,,,14.2,1.5,0.0
0,12380.0,,,,0.0576385,0.0505635,0.0505635,0.0576385,0.0505635,0.0505635,,,,0.0,54.0,0.0,0.0,3.0,54.0,0.0,0.0,3.0,,,,13.0,0.0,0.0,13.0,0.0,0.0
8,12380.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,12385.0,0.515226,0.3895328,0.418878,0.7747055,0.2183905,0.2183905,0.266771,0.3357977,0.018865,40.5,16.7,4.0,4.0,50.0,3.6,1.0,3.0,44.6,13.7,1.0,7.0,,,,13.0,3.6,1.0,,,
2,12385.0,,,,0.515226,0.3895328,0.418878,0.515226,0.3895328,0.418878,,,,0.0,40.5,16.7,4.0,4.0,40.5,16.7,4.0,4.0,,,,,,,,,
6,12385.0,0.7747055,0.2183905,0.2183905,,,,0.7747055,0.2183905,0.2183905,50.0,3.6,1.0,3.0,,,,0.0,50.0,3.6,1.0,3.0,13.0,3.6,1.0,,,,13.0,3.6,1.0
8,12385.0,1.383196,0.0,0.0,,,,1.383196,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,12385.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
3,12390.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,12390.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,12395.0,2.569843,0.0,0.0,,,,2.569843,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,12395.0,0.0345185,0.0047045,0.0047045,,,,0.8039103,1.0880911,0.009409,47.3,3.3,0.0,3.0,59.0,0.0,0.0,1.0,50.2,5.8,3.5,4.0,11.2,3.3,3.0,14.0,0.0,0.0,11.2,3.3,3.0
3,12395.0,,,,,,,2.537722,0.0,0.0,12.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,35.5,23.5,23.5,2.0,,,,14.0,0.0,0.0,,,
2,12395.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
0,12395.0,,,,0.0345185,0.0047045,0.0047045,0.0345185,0.0047045,0.0047045,,,,0.0,47.3,3.3,0.0,3.0,47.3,3.3,0.0,3.0,,,,10.3,3.3,0.0,10.3,3.3,0.0
3,12400.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,12400.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,12400.0,0.013261,0.0,0.0,,,,0.013261,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,12400.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,12405.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,41.0,0.0,0.0,,,,41.0,0.0,0.0
8,12405.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,41.0,0.0,0.0,41.0,0.0,0.0
3,12405.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,12405.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
6,12405.0,0.077795,0.0,0.0,,,,0.077795,0.0,0.0,50.0,0.0,0.0,2.0,,,,0.0,50.0,0.0,0.0,2.0,13.0,0.0,0.0,,,,13.0,0.0,0.0
0,12405.0,,,,0.077795,0.0,0.0,0.0388975,0.0171145,0.0171145,63.0,0.0,0.0,1.0,50.0,0.0,0.0,2.0,54.3,6.1,0.0,3.0,23.7,15.1,0.0,13.0,0.0,0.0,23.7,15.1,0.0
8,12405.0,,,,,,,,,,,,,0.0,63.0,0.0,0.0,1.0,63.0,0.0,0.0,1.0,,,,45.0,0.0,0.0,45.0,0.0,0.0
8,12410.0,2.546216,0.0,0.0,,,,2.546216,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,12410.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
3,12410.0,,,,,,,2.445379,0.0,0.0,12.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,35.5,23.5,23.5,2.0,,,,14.0,0.0,0.0,,,
2,12410.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
